,gts,preds
2140,13,13
2141,8,8
2142,13,13
2143,13,13
2144,8,15
2145,13,13
2146,8,4
2147,13,13
2148,8,15
2149,13,13
2150,13,13
2151,13,4
2152,9,9
2153,13,13
2154,13,13
2155,8,11
2156,13,15
2157,13,15
2158,4,4
2159,13,15
2160,13,13
2161,9,9
2162,2,11
2163,8,8
2164,13,15
2165,13,12
2166,13,13
2167,13,13
2168,13,15
2169,8,11
2170,13,13
2171,13,15
2172,13,15
2173,13,15
2174,8,15
2175,8,8
2176,15,15
2177,13,13
2178,13,15
2179,13,15
2180,8,8
2181,13,13
2182,13,15
2183,15,4
2184,13,13
2185,13,13
2186,15,15
2187,8,8
2188,8,4
2189,13,13
2190,13,15
2191,14,14
2192,13,13
2193,13,15
2194,13,13
2195,13,15
2196,13,15
2197,13,13
2198,13,13
2199,4,8
2200,13,13
2201,13,13
2202,13,13
2203,13,15
2204,13,15
2205,13,8
2206,13,15
2207,13,15
2208,14,14
2209,13,15
2210,13,15
2211,13,13
2212,13,13
2213,13,13
2214,11,11
2215,13,15
2216,8,8
2217,13,15
2218,13,13
2219,13,15
2220,13,13
2221,8,4
2222,13,15
2223,8,11
2224,15,4
2225,11,11
2226,8,4
2227,13,12
2228,13,13
2229,13,15
2230,15,15
2231,13,13
2232,8,8
2233,13,15
2234,13,15
2235,13,13
2236,13,13
2237,8,15
2238,13,15
2239,13,13
2240,13,15
2241,13,3
2242,13,13
2243,13,15
2244,13,13
2245,8,8
2246,13,13
2247,8,14
2248,6,14
2249,11,11
2250,13,13
2251,8,8
2252,13,15
2253,13,13
2254,14,14
2255,8,8
2256,13,15
2257,13,13
2258,13,13
2259,8,11
2260,8,8
2261,13,15
2262,13,13
2263,13,15
2264,13,13
2265,13,13
2266,13,13
2267,13,15
2268,13,13
2269,13,13
2270,13,13
2271,13,13
2272,13,13
2273,13,15
2274,13,13
2275,13,15
2276,13,15
2277,13,13
2278,8,8
2279,13,13
2280,13,15
2281,13,13
2282,13,13
2283,13,15
2284,13,15
2285,13,15
2286,13,13
2287,13,13
2288,8,4
2289,13,15
2290,13,15
2291,13,15
2292,8,8
2293,1,8
2294,8,8
2295,13,15
2296,13,15
2297,13,15
2298,13,13
2299,13,13
2300,13,13
2301,13,13
2302,13,13
2303,13,15
2304,13,13
2305,8,11
2306,13,13
2307,8,8
2308,13,15
2309,8,8
2310,13,13
2311,8,8
2312,13,13
2313,13,13
2314,13,13
2315,13,13
2316,13,15
2317,13,13
2318,13,13
2319,13,13
2320,13,13
2321,13,13
2322,13,15
2323,13,4
2324,13,15
2325,13,13
2326,8,14
2327,8,11
2328,13,13
2329,8,15
2330,13,15
2331,13,15
2332,13,13
2333,8,15
2334,13,15
2335,13,4
2336,13,15
2337,13,13
2338,8,8
2339,13,15
2340,4,4
2341,13,13
2342,13,13
2343,13,15
2344,8,8
2345,13,15
2346,8,9
2347,13,15
2348,13,15
2349,13,13
2350,13,13
2351,13,8
2352,13,13
2353,13,13
2354,13,13
2355,13,13
2356,13,15
2357,8,11
2358,13,15
2359,13,3
2360,13,15
2361,13,15
2362,13,13
2363,13,13
2364,13,15
2365,13,15
2366,13,15
2367,13,13
2368,13,15
2369,13,13
2370,13,13
2371,13,15
2372,13,15
2373,13,13
2374,8,14
2375,13,15
2376,8,8
2377,15,15
2378,13,15
2379,15,15
2380,13,15
2381,13,15
2382,13,13
2383,13,13
2384,13,15
2385,13,15
2386,13,15
2387,8,4
2388,13,13
2389,8,3
2390,13,15
2391,13,15
2392,13,15
2393,13,13
2394,13,15
2395,8,4
2396,13,15
2397,13,15
2398,8,8
2399,13,15
2400,13,15
2401,8,11
2402,13,13
2403,3,3
2404,2,2
2405,13,15
2406,8,8
2407,13,15
2408,13,13
2409,15,15
2410,13,13
2411,13,13
2412,13,13
2413,13,13
2414,13,13
2415,13,13
2416,13,15
2417,13,15
2418,13,15
2419,13,13
2420,13,15
2421,13,13
2422,13,13
2423,13,15
2424,13,15
2425,13,13
2426,13,15
2427,13,15
2428,8,8
2429,8,15
2430,13,15
2431,13,15
2432,13,13
2433,13,15
2434,8,8
2435,8,8
2436,13,15
2437,15,15
2438,13,4
2439,8,14
2440,13,13
2441,9,9
2442,13,9
2443,2,2
2444,13,15
2445,13,13
2446,13,15
2447,13,15
2448,13,15
2449,13,15
2450,13,13
2451,13,13
2452,8,4
2453,13,13
2454,8,4
2455,8,14
2456,13,13
2457,8,12
2458,8,8
2459,13,4
2460,8,4
2461,13,13
2462,13,15
2463,13,11
2464,13,15
2465,15,15
2466,8,14
2467,13,13
2468,13,15
2469,8,15
2470,8,4
2471,13,15
2472,13,4
2473,13,2
2474,13,13
2475,13,13
2476,13,13
2477,8,4
2478,13,13
2479,13,15
2480,13,13
2481,13,15
2482,13,15
2483,13,13
2484,11,11
2485,13,13
2486,8,4
2487,13,15
2488,13,15
2489,13,15
2490,13,15
2491,13,15
2492,13,13
2493,13,3
2494,15,4
2495,13,13
2496,13,15
2497,13,8
2498,13,15
2499,13,15
2500,13,13
2501,13,13
2502,13,13
2503,13,15
2504,13,13
2505,13,13
2506,13,15
2507,13,13
2508,2,3
2509,8,14
2510,13,15
2511,13,15
2512,13,13
2513,13,15
2514,13,15
2515,13,15
2516,15,15
2517,13,13
2518,13,13
2519,4,15
2520,11,8
2521,8,4
2522,13,15
2523,13,13
2524,13,4
2525,13,13
2526,13,13
2527,13,13
2528,13,3
2529,13,13
2530,13,13
2531,13,15
2532,13,15
2533,13,15
2534,13,15
2535,8,8
2536,13,4
2537,13,13
2538,13,15
2539,13,13
2540,8,8
2541,13,15
2542,9,9
2543,8,13
2544,13,15
2545,13,13
2546,13,13
2547,13,13
2548,13,4
2549,8,15
2550,13,15
2551,13,15
2552,13,13
2553,13,13
2554,8,15
2555,15,15
2556,14,14
2557,13,13
2558,13,15
2559,13,15
2560,15,15
2561,13,15
2562,9,9
2563,13,13
2564,8,8
2565,15,15
2566,13,15
2567,13,13
2568,13,13
2569,13,13
2570,13,15
2571,13,15
2572,13,13
2573,13,13
2574,13,15
2575,13,15
2576,13,13
2577,13,15
2578,13,9
2579,13,15
2580,13,13
2581,8,15
2582,13,15
2583,9,9
2584,13,13
2585,13,15
2586,13,15
2587,13,15
2588,8,8
2589,8,12
2590,15,15
2591,13,15
2592,8,4
2593,13,15
2594,13,8
2595,8,8
2596,13,13
2597,8,8
2598,13,15
2599,13,9
2600,14,14
2601,13,15
2602,13,13
2603,13,13
2604,13,15
2605,13,15
2606,13,13
2607,13,15
2608,13,13
2609,13,13
2610,13,15
2611,8,4
2612,13,15
2613,13,15
2614,13,13
2615,8,14
2616,8,8
2617,13,13
2618,15,14
2619,13,15
2620,13,15
2621,13,15
2622,13,13
2623,13,15
2624,13,15
2625,8,8
2626,13,15
2627,15,15
2628,13,13
2629,13,13
2630,13,13
2631,13,13
2632,13,15
2633,13,13
2634,13,15
2635,13,15
2636,13,13
2637,13,15
2638,13,15
2639,8,15
2640,13,13
2641,13,13
2642,11,11
2643,8,11
2644,11,11
2645,13,13
2646,13,4
2647,13,15
2648,13,15
2649,8,11
2650,8,4
2651,13,13
2652,13,15
2653,13,15
2654,8,14
2655,13,13
2656,13,13
2657,13,13
2658,13,13
2659,13,15
2660,13,4
2661,13,15
2662,13,13
2663,13,13
2664,13,15
2665,13,15
2666,8,15
2667,13,13
2668,13,13
2669,13,14
2670,8,4
2671,13,13
2672,15,15
2673,8,8
2674,8,15
2675,13,15
2676,13,13
2677,13,13
2678,8,8
2679,8,14
2680,13,9
2681,13,15
2682,13,4
2683,13,15
2684,13,13
2685,13,13
2686,8,14
2687,13,15
2688,13,15
2689,8,14
2690,13,15
2691,15,15
2692,13,15
2693,13,15
2694,13,15
2695,13,15
2696,15,15
2697,13,15
2698,13,13
2699,8,8
2700,8,15
2701,13,13
2702,13,15
2703,13,15
2704,13,15
2705,13,13
2706,15,15
2707,13,15
2708,13,13
2709,13,15
2710,13,13
2711,13,13
2712,8,15
2713,13,15
2714,13,4
2715,13,15
2716,15,15
2717,13,15
2718,13,13
2719,13,15
2720,13,13
2721,13,15
2722,15,15
2723,13,15
2724,13,13
2725,13,13
2726,14,14
2727,13,13
2728,8,8
2729,13,15
2730,13,15
2731,13,13
2732,13,4
2733,13,15
2734,13,15
2735,8,14
2736,8,8
2737,13,15
2738,13,13
2739,8,11
2740,8,15
2741,15,15
2742,8,4
2743,13,13
2744,11,11
2745,13,8
2746,13,15
2747,14,14
2748,13,15
2749,15,15
2750,8,6
2751,13,15
2752,13,13
2753,13,15
2754,13,13
2755,13,15
2756,13,13
2757,13,15
2758,13,15
2759,8,15
2760,13,15
2761,13,13
2762,14,14
2763,8,8
2764,13,13
2765,9,9
2766,15,15
2767,8,11
2768,14,8
2769,13,13
2770,8,8
2771,13,13
2772,15,4
2773,8,8
2774,13,15
2775,13,13
2776,8,4
2777,13,15
2778,13,13
2779,8,15
2780,13,13
2781,13,13
2782,11,11
2783,8,8
2784,13,15
2785,13,11
2786,13,15
2787,13,15
2788,13,4
2789,13,13
2790,8,14
2791,13,15
2792,13,13
2793,13,13
2794,15,15
2795,13,15
2796,13,3
2797,1,15
2798,11,11
2799,8,15
2800,13,13
2801,13,15
2802,13,15
2803,8,8
2804,13,15
2805,8,4
2806,13,13
2807,13,13
2808,13,15
2809,8,4
2810,13,15
2811,13,15
2812,13,15
2813,13,15
2814,8,14
2815,13,15
2816,13,15
2817,13,15
2818,13,15
2819,13,15
2820,13,13
2821,13,13
2822,8,15
2823,13,11
2824,13,13
2825,13,15
2826,13,13
2827,13,15
2828,13,15
2829,13,15
2830,13,9
2831,13,13
2832,13,15
2833,13,4
2834,13,13
2835,8,11
2836,8,14
2837,13,15
2838,13,15
2839,13,15
2840,8,14
2841,13,15
2842,13,13
2843,13,15
2844,13,15
2845,13,13
2846,13,15
2847,11,11
2848,13,15
2849,13,8
2850,13,15
2851,13,15
2852,13,13
2853,11,11
2854,13,15
2855,13,15
2856,13,13
2857,13,15
2858,8,8
2859,13,13
2860,13,15
2861,8,8
2862,13,13
2863,13,15
2864,8,15
2865,13,15
2866,13,15
2867,13,13
2868,13,15
2869,13,15
2870,13,13
2871,13,15
2872,13,15
2873,8,15
2874,13,15
2875,13,13
2876,1,9
2877,15,15
2878,13,15
2879,11,8
2880,13,14
2881,13,15
2882,8,15
2883,13,15
2884,13,15
2885,13,15
2886,13,15
2887,13,15
2888,8,8
2889,13,15
2890,13,13
2891,4,15
2892,13,13
2893,13,15
2894,13,15
2895,8,15
2896,13,13
2897,13,13
2898,13,15
2899,13,4
2900,8,8
2901,13,15
2902,13,13
2903,13,15
2904,13,9
2905,13,8
2906,13,13
2907,13,15
2908,13,13
2909,13,15
2910,15,15
2911,8,14
2912,13,15
2913,13,15
2914,13,12
2915,13,13
2916,8,8
2917,8,8
2918,13,13
2919,15,15
2920,13,13
2921,13,15
2922,13,15
2923,15,15
2924,15,15
2925,13,15
2926,13,15
2927,15,15
2928,13,15
2929,13,15
2930,8,15
2931,13,13
2932,8,14
2933,13,15
2934,13,15
2935,13,13
2936,13,15
2937,14,14
2938,15,15
2939,13,13
2940,8,8
2941,8,8
2942,13,15
2943,11,11
2944,13,15
2945,13,15
2946,13,15
2947,8,15
2948,13,15
2949,4,3
2950,15,15
2951,8,15
2952,13,15
2953,8,8
2954,8,14
2955,13,13
2956,13,15
2957,14,14
2958,13,15
2959,8,8
2960,13,13
2961,13,15
2962,13,15
2963,13,13
2964,13,13
2965,13,15
2966,13,8
2967,13,13
2968,13,4
2969,13,13
2970,8,8
2971,13,15
2972,13,15
2973,8,4
2974,13,15
2975,13,15
2976,13,13
2977,13,13
2978,15,15
2979,13,4
2980,13,13
2981,8,14
2982,13,13
2983,13,13
2984,13,15
2985,8,15
2986,13,15
2987,13,13
2988,13,13
2989,13,13
2990,8,15
2991,8,15
2992,13,13
2993,8,8
2994,15,15
2995,13,4
2996,1,9
2997,13,15
2998,13,15
2999,13,13
3000,13,15
3001,13,13
3002,13,4
3003,8,4
3004,13,15
3005,13,15
3006,8,8
3007,15,15
3008,8,8
3009,8,4
3010,9,13
3011,8,8
3012,8,14
3013,13,15
3014,13,13
3015,13,15
3016,13,13
3017,13,15
3018,13,15
3019,13,13
3020,14,14
3021,1,12
3022,11,11
3023,13,15
3024,13,15
3025,15,15
3026,13,15
3027,1,13
3028,14,14
3029,13,13
3030,13,13
3031,8,8
3032,8,8
3033,8,15
3034,13,13
3035,13,15
3036,13,15
3037,13,15
3038,8,15
3039,4,15
3040,13,13
3041,13,13
3042,9,9
3043,8,4
3044,1,15
3045,13,13
3046,13,15
3047,13,15
3048,9,9
3049,13,15
3050,8,8
3051,13,13
3052,13,13
3053,13,13
3054,13,15
3055,8,4
3056,4,8
3057,13,13
3058,13,15
3059,11,11
3060,8,9
3061,13,13
3062,8,4
3063,8,8
3064,13,13
3065,13,15
3066,13,15
3067,8,14
3068,8,4
3069,13,13
3070,13,15
3071,13,13
3072,13,13
3073,13,15
3074,13,15
3075,13,15
3076,13,15
3077,13,13
3078,13,13
3079,13,13
3080,8,4
3081,8,14
3082,11,11
3083,13,15
3084,13,13
3085,8,15
3086,15,15
3087,8,15
3088,13,8
3089,13,15
3090,13,13
3091,13,15
3092,13,15
3093,13,15
3094,13,13
3095,13,15
3096,13,15
3097,13,15
3098,13,15
3099,13,4
3100,13,15
3101,13,15
3102,13,15
3103,11,11
3104,13,4
3105,13,8
3106,13,15
3107,11,11
3108,13,15
3109,8,14
3110,13,13
3111,13,13
3112,11,12
3113,13,15
3114,13,15
3115,13,13
3116,8,8
3117,14,14
3118,8,8
3119,13,13
3120,13,15
3121,13,4
3122,8,15
3123,13,15
3124,13,15
3125,13,15
3126,13,13
3127,8,4
3128,13,15
3129,13,15
3130,11,11
3131,13,15
3132,13,15
3133,6,14
3134,13,15
3135,11,11
3136,15,15
3137,13,15
3138,13,13
3139,13,13
3140,13,13
3141,8,14
3142,13,15
3143,13,15
3144,13,13
3145,13,15
3146,8,4
3147,13,15
3148,13,15
3149,13,15
3150,15,15
3151,13,13
3152,13,8
3153,13,15
3154,13,13
3155,8,11
3156,13,15
3157,13,15
3158,13,13
3159,13,13
3160,13,15
3161,13,15
3162,13,15
3163,13,4
3164,8,4
3165,8,4
3166,13,15
3167,8,14
3168,8,14
3169,13,15
3170,15,15
3171,13,13
3172,13,15
3173,13,13
3174,13,15
3175,13,13
3176,11,14
3177,8,14
3178,13,9
3179,8,15
3180,14,6
3181,13,13
3182,8,4
3183,13,8
3184,13,13
3185,8,15
3186,13,15
3187,8,15
3188,13,13
3189,13,15
3190,13,13
3191,13,15
3192,11,11
3193,8,8
3194,13,9
3195,6,6
3196,13,15
3197,13,15
3198,13,13
3199,13,15
3200,8,15
3201,13,15
3202,13,15
3203,13,15
3204,13,15
3205,3,8
3206,13,15
3207,8,6
3208,8,14
3209,13,15
3210,13,15
3211,13,15
3212,13,15
3213,8,8
3214,14,14
3215,13,15
3216,8,8
3217,13,13
3218,8,15
3219,13,13
3220,13,4
3221,8,15
3222,8,15
3223,15,15
3224,13,13
3225,15,13
3226,13,15
3227,13,15
3228,13,15
3229,13,15
3230,13,15
3231,8,4
3232,6,6
3233,13,15
3234,13,13
3235,13,15
3236,13,15
3237,13,15
3238,13,13
3239,14,14
3240,13,4
3241,13,15
3242,13,15
3243,13,15
3244,13,15
3245,13,15
3246,13,13
3247,8,15
3248,8,4
3249,8,8
3250,13,13
3251,15,15
3252,11,11
3253,13,15
3254,8,4
3255,1,12
3256,13,15
3257,13,13
3258,11,11
3259,13,15
3260,15,15
3261,13,15
3262,13,15
3263,8,15
3264,8,4
3265,13,13
3266,13,13
3267,13,15
3268,13,9
3269,8,11
3270,6,6
3271,8,15
3272,13,15
3273,8,8
3274,8,15
3275,8,8
3276,15,15
3277,13,15
3278,13,15
3279,8,15
3280,13,13
3281,8,11
3282,13,15
3283,13,15
3284,13,15
3285,8,15
3286,13,15
3287,13,15
3288,13,15
3289,13,15
3290,11,11
3291,8,8
3292,13,11
3293,13,15
3294,13,8
3295,14,6
3296,13,15
3297,13,8
3298,13,15
3299,13,4
3300,8,4
3301,15,15
3302,13,15
3303,13,8
3304,13,15
3305,1,11
3306,13,11
3307,13,15
3308,13,8
3309,13,15
3310,13,13
3311,8,8
3312,13,15
3313,6,14
3314,6,6
3315,14,6
3316,13,15
3317,13,15
3318,13,15
3319,13,15
3320,13,13
3321,8,15
3322,13,13
3323,13,15
3324,13,15
3325,13,13
3326,8,15
3327,8,8
3328,13,15
3329,13,15
3330,13,15
3331,13,8
3332,13,11
3333,6,6
3334,8,15
3335,13,13
3336,13,15
3337,8,15
3338,13,15
3339,8,11
3340,8,15
3341,14,6
3342,13,3
3343,13,15
3344,13,12
3345,1,12
3346,13,4
3347,13,15
3348,13,15
3349,14,6
3350,13,15
3351,13,15
3352,13,15
3353,13,15
3354,13,13
3355,13,13
3356,3,13
3357,6,6
3358,6,14
3359,8,15
3360,15,15
3361,8,15
3362,13,13
3363,13,15
3364,8,8
3365,14,6
3366,15,15
3367,15,15
3368,13,15
3369,13,15
3370,13,13
3371,8,6
3372,15,15
3373,13,13
3374,13,13
3375,13,13
3376,8,15
3377,13,13
3378,8,6
3379,15,15
3380,13,15
3381,13,15
3382,15,15
3383,13,15
3384,13,15
3385,13,15
3386,13,15
3387,13,15
3388,8,4
3389,8,15
3390,13,15
3391,13,15
3392,13,13
3393,13,15
3394,8,8
3395,13,13
3396,8,9
3397,13,15
3398,13,15
3399,4,4
3400,13,15
3401,13,15
3402,8,8
3403,13,13
3404,13,15
3405,13,15
3406,14,14
3407,13,15
3408,13,15
3409,8,8
3410,13,15
3411,13,15
3412,8,15
3413,13,13
3414,9,9
3415,8,8
3416,13,13
3417,13,13
3418,14,14
3419,8,15
3420,13,4
3421,13,15
3422,13,15
3423,13,13
3424,13,15
3425,8,14
3426,13,15
3427,13,15
3428,13,15
3429,8,12
3430,13,15
3431,13,15
3432,14,14
3433,13,15
3434,13,15
3435,6,14
3436,8,8
3437,15,15
3438,11,15
3439,14,14
3440,15,15
3441,15,15
3442,13,13
3443,13,15
3444,13,13
3445,8,15
3446,8,8
3447,13,15
3448,8,8
3449,13,15
3450,8,6
3451,8,4
3452,15,15
3453,13,15
3454,15,15
3455,8,8
3456,13,15
3457,13,15
3458,13,15
3459,13,15
3460,14,14
3461,8,4
3462,13,15
3463,13,15
3464,13,13
3465,8,15
3466,14,6
3467,13,13
3468,13,15
3469,13,13
3470,8,4
3471,15,15
3472,13,13
3473,13,15
3474,13,13
3475,8,4
3476,8,14
3477,8,11
3478,8,8
3479,8,8
3480,15,15
3481,15,15
3482,13,15
3483,11,11
3484,8,8
3485,14,6
3486,13,15
3487,13,13
3488,13,15
3489,13,13
3490,9,9
3491,8,14
3492,13,15
3493,14,14
3494,13,15
3495,8,11
3496,8,8
3497,13,15
3498,13,15
3499,13,15
3500,13,13
3501,13,15
3502,13,13
3503,13,15
3504,13,15
3505,13,15
3506,15,15
3507,13,15
3508,13,13
3509,13,15
3510,13,15
3511,13,15
3512,8,8
3513,13,15
3514,13,13
3515,13,15
3516,8,11
3517,13,15
3518,8,4
3519,14,14
3520,13,15
3521,11,11
3522,13,13
3523,13,13
3524,13,15
3525,13,15
3526,8,6
3527,13,15
3528,13,11
3529,8,8
3530,13,15
3531,13,15
3532,13,13
3533,13,15
3534,13,15
3535,13,11
3536,13,3
3537,8,14
3538,15,15
3539,13,15
3540,8,15
3541,13,15
3542,13,15
3543,13,4
3544,8,4
3545,13,15
3546,8,15
3547,13,13
3548,13,13
3549,8,15
3550,13,15
3551,11,8
3552,8,4
3553,13,15
3554,13,15
3555,13,15
3556,13,15
3557,1,9
3558,13,15
3559,8,11
3560,13,13
3561,13,15
3562,13,15
3563,13,15
3564,13,15
3565,13,13
3566,13,15
3567,13,15
3568,8,14
3569,8,14
3570,15,15
3571,13,15
3572,13,15
3573,13,9
3574,13,15
3575,13,8
3576,13,13
3577,1,15
3578,1,9
3579,11,11
3580,13,15
3581,13,15
3582,13,15
3583,13,15
3584,13,15
3585,15,15
3586,13,15
3587,8,15
3588,8,15
3589,8,8
3590,8,11
3591,13,15
3592,13,13
3593,13,15
3594,13,15
3595,15,15
3596,13,15
3597,13,15
3598,13,15
3599,13,15
3600,15,15
3601,8,8
3602,13,15
3603,13,15
3604,13,15
3605,13,13
3606,13,15
3607,13,15
3608,13,15
3609,13,15
3610,8,8
3611,8,15
3612,1,9
3613,13,13
3614,13,15
3615,13,15
3616,13,13
3617,13,15
3618,15,15
3619,13,4
3620,13,15
3621,8,15
3622,15,4
3623,8,4
3624,8,11
3625,13,15
3626,13,15
3627,8,15
3628,15,15
3629,13,15
3630,8,8
3631,13,13
3632,8,15
3633,13,13
3634,9,15
3635,13,13
3636,15,15
3637,13,13
3638,15,15
3639,15,15
3640,15,15
3641,13,13
3642,13,4
3643,11,8
3644,13,13
3645,8,8
3646,13,8
3647,13,15
3648,13,15
3649,8,8
3650,13,15
3651,15,15
3652,13,15
3653,8,15
3654,13,15
3655,13,15
3656,13,15
3657,15,15
3658,8,15
3659,13,15
3660,9,15
3661,8,14
3662,13,13
3663,8,13
3664,13,15
3665,13,15
3666,13,15
3667,13,15
3668,8,15
3669,13,15
3670,13,15
3671,11,11
3672,8,15
3673,15,15
3674,13,8
3675,8,11
3676,9,9
3677,8,14
3678,13,15
3679,13,15
3680,8,15
3681,1,9
3682,13,15
3683,11,11
3684,13,15
3685,8,15
3686,13,13
3687,8,15
3688,13,15
3689,13,15
3690,11,11
3691,13,13
3692,8,11
3693,8,14
3694,13,15
3695,13,15
3696,15,4
3697,13,15
3698,13,15
3699,8,4
3700,13,15
3701,8,14
3702,8,12
3703,13,15
3704,13,9
3705,13,13
3706,15,15
3707,13,15
3708,8,14
3709,8,15
3710,8,12
3711,8,15
3712,13,15
3713,13,15
3714,8,15
3715,13,13
3716,8,11
3717,13,15
3718,13,15
3719,13,13
3720,8,11
3721,13,13
3722,13,15
3723,13,15
3724,13,15
3725,13,15
3726,13,15
3727,13,15
3728,8,14
3729,15,15
3730,13,15
3731,15,15
3732,13,15
3733,13,4
3734,13,15
3735,13,15
3736,13,4
3737,13,8
3738,15,15
3739,13,15
3740,13,15
3741,13,15
3742,8,8
3743,13,15
3744,13,15
3745,13,13
3746,13,15
3747,8,4
3748,13,4
3749,13,15
3750,8,15
3751,13,15
3752,13,15
3753,13,13
3754,15,15
3755,8,4
3756,8,15
3757,13,15
3758,13,15
3759,13,15
3760,8,11
3761,13,13
3762,13,15
3763,13,15
3764,13,15
3765,8,3
3766,8,14
3767,15,13
3768,13,15
3769,8,4
3770,13,15
3771,13,13
3772,13,15
3773,13,15
3774,13,15
3775,8,4
3776,13,15
3777,8,8
3778,13,15
3779,13,15
3780,13,13
3781,13,15
3782,13,15
3783,15,15
3784,13,15
3785,15,15
3786,8,4
3787,13,15
3788,8,8
3789,15,15
3790,13,15
3791,15,15
3792,8,15
3793,13,15
3794,15,15
3795,13,15
3796,13,15
3797,13,15
3798,13,15
3799,13,15
3800,13,15
3801,13,15
3802,8,15
3803,13,15
3804,13,15
3805,13,15
3806,13,15
3807,15,15
3808,15,15
3809,15,15
3810,11,14
3811,13,13
3812,13,13
3813,13,13
3814,13,15
3815,8,15
3816,15,15
3817,8,4
3818,15,4
3819,14,4
3820,8,8
3821,13,15
3822,13,15
3823,13,15
3824,8,8
3825,13,13
3826,13,15
3827,9,9
3828,2,2
3829,13,15
3830,13,14
3831,15,15
3832,13,15
3833,8,8
3834,13,15
3835,14,14
3836,13,15
3837,13,15
3838,13,15
3839,13,15
3840,14,14
3841,13,15
3842,8,14
3843,15,15
3844,8,15
3845,13,15
3846,13,13
3847,8,14
3848,13,15
3849,13,13
3850,13,15
3851,13,15
3852,13,15
3853,15,15
3854,15,15
3855,13,15
3856,14,14
3857,13,15
3858,13,15
3859,13,15
3860,15,15
3861,13,15
3862,13,15
3863,15,15
3864,13,13
3865,8,4
3866,13,13
3867,13,15
3868,13,15
3869,13,15
3870,13,15
3871,13,13
3872,13,13
3873,13,15
3874,8,15
3875,8,15
3876,13,15
3877,15,15
3878,8,15
3879,13,15
3880,13,15
3881,13,13
3882,13,4
3883,13,15
3884,13,15
3885,8,14
3886,13,4
3887,13,8
3888,15,15
3889,13,15
3890,13,15
3891,13,15
3892,15,15
3893,8,14
3894,8,15
3895,13,15
3896,15,15
3897,13,13
3898,11,11
3899,13,11
3900,13,13
3901,14,14
3902,8,8
3903,13,15
3904,13,15
3905,11,11
3906,13,15
3907,13,15
3908,13,15
3909,13,15
3910,13,15
3911,13,15
3912,8,4
3913,13,15
3914,11,11
3915,8,14
3916,13,15
3917,13,13
3918,13,15
3919,13,15
3920,8,4
3921,13,15
3922,14,14
3923,8,15
3924,13,15
3925,13,15
3926,13,13
3927,15,15
3928,13,13
3929,8,8
3930,13,13
3931,8,8
3932,13,15
3933,13,15
3934,8,4
3935,13,15
3936,15,15
3937,11,11
3938,8,15
3939,8,9
3940,13,8
3941,13,15
3942,13,15
3943,15,15
3944,11,11
3945,3,3
3946,14,14
3947,8,15
3948,8,15
3949,13,4
3950,13,13
3951,13,15
3952,8,9
3953,8,8
3954,8,11
3955,8,15
3956,8,11
3957,13,13
3958,8,15
3959,13,15
3960,3,3
3961,8,4
3962,13,15
3963,8,15
3964,15,15
3965,13,15
3966,8,4
3967,8,15
3968,11,11
3969,8,15
3970,13,8
3971,8,4
3972,8,4
3973,13,15
3974,3,3
3975,13,15
3976,8,8
3977,13,9
3978,8,8
3979,15,15
3980,8,8
3981,13,15
3982,8,4
3983,13,15
3984,13,15
3985,15,15
3986,8,8
3987,13,15
3988,13,15
3989,8,4
3990,13,4
3991,11,11
3992,13,15
3993,13,15
3994,13,15
3995,13,4
3996,13,15
3997,15,15
3998,13,4
3999,11,11
4000,15,15
4001,8,15
4002,11,11
4003,13,15
4004,8,14
4005,8,8
4006,15,15
4007,13,15
4008,13,15
4009,8,15
4010,8,14
4011,15,15
4012,15,15
4013,13,15
4014,11,11
4015,15,15
4016,8,8
4017,15,4
4018,13,15
4019,13,13
4020,8,14
4021,13,15
4022,13,15
4023,13,13
4024,8,4
4025,8,14
4026,15,15
4027,15,15
4028,13,15
4029,15,15
4030,8,15
4031,15,15
4032,13,15
4033,8,8
4034,13,14
4035,13,4
4036,13,15
4037,8,14
4038,8,6
4039,8,4
4040,13,15
4041,13,15
4042,8,14
4043,13,15
4044,13,13
4045,13,15
4046,8,15
4047,13,13
4048,13,15
4049,13,15
4050,13,13
4051,8,8
4052,15,15
4053,13,13
4054,13,15
4055,14,14
4056,13,15
4057,8,15
4058,13,15
4059,8,8
4060,8,4
4061,8,15
4062,13,11
4063,13,15
4064,15,15
4065,13,15
4066,8,8
4067,8,8
4068,8,8
4069,13,8
4070,8,8
4071,13,15
4072,13,15
4073,13,15
4074,8,4
4075,15,15
4076,13,15
4077,14,14
4078,8,15
4079,8,4
4080,13,4
4081,15,15
4082,13,15
4083,8,11
4084,15,15
4085,13,15
4086,15,15
4087,15,15
4088,13,15
4089,13,13
4090,4,15
4091,15,15
4092,13,13
4093,13,15
4094,15,15
4095,13,15
4096,13,15
4097,15,15
4098,13,4
4099,15,15
4100,15,15
4101,13,4
4102,11,11
4103,15,15
4104,8,15
4105,15,15
4106,13,15
4107,13,15
4108,11,11
4109,15,15
4110,13,15
4111,13,4
4112,13,13
4113,13,15
4114,13,15
4115,13,15
4116,13,13
4117,8,8
4118,8,8
4119,13,8
4120,13,15
4121,13,15
4122,13,13
4123,8,8
4124,13,15
4125,8,15
4126,8,11
4127,15,15
4128,8,15
4129,13,15
4130,13,8
4131,15,15
4132,15,15
4133,13,4
4134,15,15
4135,8,8
4136,13,15
4137,13,13
4138,13,4
